payment_id,order_id,session_id,payment_method,amount,payment_status,error_code,payment_timestamp
845,ORD-2025-000804,SES-2025-030475,Buy Now Pay Later,81.6,Successful,,2025-10-01 13:27:54
846,ORD-2025-000805,SES-2025-030481,Credit Card,95.26,Successful,,2025-12-04 03:56:46
847,ORD-2025-000806,SES-2025-030502,PayPal,755.59,Successful,,2025-04-24 14:52:09
848,ORD-2025-000807,SES-2025-030517,Debit Card,59.95,Successful,,2025-08-22 18:15:42
849,ORD-2025-000808,SES-2025-030556,Credit Card,82.27,Successful,,2025-10-09 22:00:32
850,ORD-2025-000809,SES-2025-030559,Buy Now Pay Later,186.68,Successful,,2025-01-04 19:26:32
851,ORD-2025-000810,SES-2025-030563,Credit Card,86.58,Successful,,2025-08-27 00:02:21
852,ORD-2025-000811,SES-2025-030600,Credit Card,77.62,Successful,,2025-12-21 13:22:56
853,ORD-2025-000812,SES-2025-030620,Credit Card,55.62,Successful,,2025-11-14 03:23:23
854,ORD-2025-000813,SES-2025-030632,Debit Card,36.48,Successful,,2025-08-01 13:34:19
855,ORD-2025-000814,SES-2025-030637,PayPal,81.6,Successful,,2025-03-27 23:23:36
856,ORD-2025-000815,SES-2025-030652,Debit Card,62.1,Successful,,2025-01-03 07:54:04
857,ORD-2025-000816,SES-2025-030653,Credit Card,377.79,Successful,,2025-11-25 05:01:00
858,ORD-2025-000817,SES-2025-030682,Credit Card,103.92,Successful,,2025-10-22 13:50:36
859,ORD-2025-000818,SES-2025-030749,Apple Pay,38.3,Successful,,2025-12-18 03:05:08
860,ORD-2025-000819,SES-2025-030820,Credit Card,31.81,Successful,,2025-08-12 05:39:15
861,ORD-2025-000820,SES-2025-030890,Debit Card,55.62,Successful,,2025-04-24 18:48:26
862,ORD-2025-000821,SES-2025-030894,Debit Card,35.05,Successful,,2025-11-17 01:39:19
863,ORD-2025-000822,SES-2025-030933,Debit Card,85.52,Successful,,2025-10-31 04:48:17
864,ORD-2025-000823,SES-2025-030956,Credit Card,129.87,Successful,,2025-05-10 06:44:19
865,ORD-2025-000824,SES-2025-030965,Apple Pay,324.74,Successful,,2025-11-29 17:27:00
866,ORD-2025-000825,SES-2025-030988,PayPal,47.28,Successful,,2025-12-28 15:49:39
867,ORD-2025-000826,SES-2025-030999,PayPal,64.28,Successful,,2025-11-20 17:36:08
868,ORD-2025-000827,SES-2025-031005,Debit Card,42.63,Successful,,2025-05-21 02:54:00
869,ORD-2025-000828,SES-2025-031054,Debit Card,39.38,Successful,,2025-11-24 23:19:46
870,ORD-2025-000829,SES-2025-031061,Credit Card,81.6,Successful,,2025-05-12 06:22:46
871,ORD-2025-000830,SES-2025-031091,Credit Card,57.1,Successful,,2025-12-20 11:09:39
872,ORD-2025-000831,SES-2025-031172,Credit Card,324.73,Successful,,2025-07-28 03:07:57
873,ORD-2025-000832,SES-2025-031181,PayPal,162.36,Successful,,2025-12-04 09:14:15
874,ORD-2025-000833,SES-2025-031200,Credit Card,186.68,Successful,,2025-11-14 06:05:28
875,ORD-2025-000834,SES-2025-031233,Credit Card,192.69,Successful,,2025-01-23 19:43:26
876,ORD-2025-000835,SES-2025-031246,Credit Card,83.51,Successful,,2025-09-24 23:07:35
877,ORD-2025-000836,SES-2025-031260,Credit Card,59.95,Successful,,2025-10-27 11:22:11
878,ORD-2025-000837,SES-2025-031276,Credit Card,92.01,Successful,,2025-03-11 10:33:44
879,ORD-2025-000838,SES-2025-031277,Credit Card,42.63,Successful,,2025-10-06 17:08:34
880,ORD-2025-000839,SES-2025-031287,Credit Card,83.75,Successful,,2025-11-23 23:26:28
881,,SES-2025-031306,Debit Card,49.0,Failed,DECLINED_BY_ISSUER,2025-08-05 17:39:12
882,ORD-2025-000840,SES-2025-031312,Credit Card,96.34,Successful,,2025-03-12 07:27:58
883,ORD-2025-000841,SES-2025-031370,Credit Card,90.93,Successful,,2025-11-01 07:11:09
884,ORD-2025-000842,SES-2025-031404,Credit Card,31.81,Successful,,2025-07-16 00:53:15
885,ORD-2025-000843,SES-2025-031436,Credit Card,36.14,Successful,,2025-03-15 04:57:09
886,ORD-2025-000844,SES-2025-031451,Credit Card,35.05,Successful,,2025-07-17 00:52:21
887,ORD-2025-000845,SES-2025-031569,Credit Card,35.05,Successful,,2025-08-13 00:01:33
888,ORD-2025-000846,SES-2025-031590,PayPal,174.89,Successful,,2025-08-09 02:59:18
889,ORD-2025-000847,SES-2025-031646,Credit Card,119.05,Successful,,2025-08-10 18:14:11
890,ORD-2025-000848,SES-2025-031656,PayPal,33.97,Successful,,2025-12-02 13:13:05
891,,SES-2025-031730,Buy Now Pay Later,39.99,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-12-17 04:11:33
892,ORD-2025-000849,SES-2025-031741,Credit Card,82.53,Successful,,2025-12-10 01:57:56
893,ORD-2025-000850,SES-2025-031779,Credit Card,51.28,Successful,,2025-09-21 23:27:18
894,ORD-2025-000851,SES-2025-031801,PayPal,106.09,Successful,,2025-11-26 23:32:54
895,ORD-2025-000852,SES-2025-031837,Apple Pay,62.1,Successful,,2025-12-26 10:43:25
896,ORD-2025-000853,SES-2025-031868,Debit Card,49.13,Successful,,2025-07-31 12:16:25
897,ORD-2025-000854,SES-2025-031893,Debit Card,53.46,Successful,,2025-12-19 02:29:53
898,ORD-2025-000855,SES-2025-031894,Debit Card,55.62,Successful,,2025-08-04 19:48:55
899,ORD-2025-000856,SES-2025-031938,Credit Card,67.52,Successful,,2025-09-07 19:56:23
900,ORD-2025-000857,SES-2025-031968,Credit Card,81.6,Successful,,2025-08-12 11:11:52
