payment_id,order_id,session_id,payment_method,amount,payment_status,error_code,payment_timestamp,date_key,payment_method_key
753,,SES-2025-027161,Buy Now Pay Later,32.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-07-20 15:17:37,20250720,5
754,ORD-2025-000717,SES-2025-027257,Credit Card,55.62,Successful,,2025-08-12 01:54:54,20250812,1
755,ORD-2025-000718,SES-2025-027340,Debit Card,51.22,Successful,,2025-10-21 08:48:28,20251021,2
756,ORD-2025-000719,SES-2025-027361,Credit Card,119.08,Successful,,2025-11-17 22:58:56,20251117,1
757,ORD-2025-000720,SES-2025-027453,PayPal,49.13,Successful,,2025-10-12 20:59:05,20251012,3
758,ORD-2025-000721,SES-2025-027560,Credit Card,83.75,Successful,,2025-12-19 08:18:56,20251219,1
759,ORD-2025-000722,SES-2025-027589,Credit Card,313.93,Successful,,2025-09-06 11:32:44,20250906,1
760,ORD-2025-000723,SES-2025-027656,Buy Now Pay Later,31.57,Successful,,2025-10-14 16:22:04,20251014,5
761,ORD-2025-000724,SES-2025-027724,Debit Card,35.5,Successful,,2025-08-16 00:12:01,20250816,2
762,ORD-2025-000725,SES-2025-027731,PayPal,79.44,Successful,,2025-01-05 13:13:37,20250105,3
763,ORD-2025-000726,SES-2025-027764,Credit Card,96.34,Successful,,2025-02-17 10:27:37,20250217,1
764,ORD-2025-000727,SES-2025-027775,Credit Card,85.52,Successful,,2025-11-17 07:14:50,20251117,1
765,ORD-2025-000728,SES-2025-027814,Credit Card,68.61,Successful,,2025-12-29 05:59:01,20251229,1
766,ORD-2025-000729,SES-2025-027933,Credit Card,36.14,Successful,,2025-10-29 23:04:11,20251029,1
767,ORD-2025-000730,SES-2025-027968,PayPal,36.14,Successful,,2025-02-04 03:26:14,20250204,3
768,ORD-2025-000731,SES-2025-027995,Apple Pay,259.77,Successful,,2025-07-18 01:04:16,20250718,4
769,ORD-2025-000732,SES-2025-028022,Debit Card,470.89,Successful,,2025-01-05 15:47:55,20250105,2
770,,SES-2025-028039,Buy Now Pay Later,24.0,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-01-04 12:36:26,20250104,5
771,ORD-2025-000733,SES-2025-028153,PayPal,156.96,Successful,,2025-10-26 07:02:50,20251026,3
772,ORD-2025-000734,SES-2025-028176,PayPal,49.13,Successful,,2025-09-13 15:38:33,20250913,3
773,ORD-2025-000735,SES-2025-028188,Apple Pay,86.59,Successful,,2025-12-10 14:44:29,20251210,4
774,ORD-2025-000736,SES-2025-028203,Credit Card,39.38,Successful,,2025-05-26 10:46:00,20250526,1
775,,SES-2025-028233,Credit Card,79.0,Failed,DECLINED_BY_ISSUER,2025-11-02 05:35:53,20251102,1
776,ORD-2025-000737,SES-2025-028282,Credit Card,123.41,Successful,,2025-06-28 13:49:25,20250628,1
777,ORD-2025-000738,SES-2025-028334,Credit Card,85.52,Successful,,2025-09-17 12:36:36,20250917,1
778,ORD-2025-000739,SES-2025-028338,PayPal,35.05,Successful,,2025-04-16 18:31:25,20250416,3
779,ORD-2025-000740,SES-2025-028362,PayPal,216.15,Successful,,2025-05-20 12:58:10,20250520,3
780,ORD-2025-000741,SES-2025-028477,Debit Card,106.09,Successful,,2025-10-26 10:13:58,20251026,2
781,ORD-2025-000742,SES-2025-028489,Credit Card,227.29,Successful,,2025-12-04 11:48:36,20251204,1
782,ORD-2025-000743,SES-2025-028538,Credit Card,35.05,Successful,,2025-06-16 15:59:46,20250616,1
783,ORD-2025-000744,SES-2025-028580,Credit Card,86.58,Successful,,2025-05-17 12:46:46,20250517,1
784,ORD-2025-000745,SES-2025-028638,Apple Pay,755.59,Successful,,2025-12-15 11:59:56,20251215,4
785,ORD-2025-000746,SES-2025-028650,Credit Card,35.5,Successful,,2025-12-09 04:47:05,20251209,1
786,ORD-2025-000747,SES-2025-028660,Credit Card,87.44,Successful,,2025-11-14 20:50:23,20251114,1
787,ORD-2025-000748,SES-2025-028684,Debit Card,97.41,Successful,,2025-07-26 18:22:36,20250726,2
788,ORD-2025-000749,SES-2025-028730,Credit Card,36.14,Successful,,2025-08-02 06:35:11,20250802,1
789,ORD-2025-000750,SES-2025-028732,Credit Card,39.38,Successful,,2025-12-26 09:21:49,20251226,1
790,ORD-2025-000751,SES-2025-028735,PayPal,96.34,Successful,,2025-09-30 17:37:20,20250930,3
791,ORD-2025-000752,SES-2025-028765,PayPal,55.62,Successful,,2025-10-16 16:49:21,20251016,3
792,ORD-2025-000753,SES-2025-028772,Credit Card,38.3,Successful,,2025-12-01 09:00:19,20251201,1
793,ORD-2025-000754,SES-2025-028785,Credit Card,76.75,Successful,,2025-07-17 20:34:19,20250717,1
794,ORD-2025-000755,SES-2025-028846,Apple Pay,81.6,Successful,,2025-08-02 02:06:12,20250802,4
795,ORD-2025-000756,SES-2025-029020,Apple Pay,42.63,Successful,,2025-07-14 21:44:05,20250714,4
796,ORD-2025-000757,SES-2025-029021,PayPal,51.28,Successful,,2025-10-02 15:24:49,20251002,3
797,ORD-2025-000758,SES-2025-029045,Apple Pay,755.59,Successful,,2025-12-09 18:53:31,20251209,4
798,ORD-2025-000759,SES-2025-029111,Debit Card,85.52,Successful,,2025-10-12 05:29:53,20251012,2
799,ORD-2025-000760,SES-2025-029126,Apple Pay,77.62,Successful,,2025-11-04 02:28:43,20251104,4
800,ORD-2025-000761,SES-2025-029138,Credit Card,88.1,Successful,,2025-12-01 11:19:57,20251201,1
801,ORD-2025-000762,SES-2025-029166,Debit Card,103.92,Successful,,2025-11-11 15:31:01,20251111,2
802,ORD-2025-000763,SES-2025-029203,Credit Card,47.28,Successful,,2025-02-12 10:36:51,20250212,1
803,ORD-2025-000764,SES-2025-029206,Debit Card,55.62,Successful,,2025-10-14 00:44:07,20251014,2
804,ORD-2025-000765,SES-2025-029220,PayPal,42.63,Successful,,2025-10-25 06:14:17,20251025,3
805,,SES-2025-029221,PayPal,44.0,Failed,DECLINED_BY_ISSUER,2025-12-30 10:03:39,20251230,3
806,ORD-2025-000766,SES-2025-029234,Debit Card,51.28,Successful,,2025-10-22 10:03:55,20251022,2
807,ORD-2025-000767,SES-2025-029244,Credit Card,33.97,Successful,,2025-03-27 06:39:53,20250327,1
808,ORD-2025-000768,SES-2025-029254,Debit Card,67.52,Successful,,2025-09-20 06:14:50,20250920,2
809,ORD-2025-000769,SES-2025-029255,Credit Card,147.22,Successful,,2025-12-05 23:29:50,20251205,1
810,ORD-2025-000770,SES-2025-029261,Credit Card,87.44,Successful,,2025-07-24 20:14:42,20250724,1
811,ORD-2025-000771,SES-2025-029304,Debit Card,167.03,Successful,,2025-08-04 17:42:48,20250804,2
812,ORD-2025-000772,SES-2025-029326,Credit Card,77.27,Successful,,2025-09-04 13:29:12,20250904,1
813,ORD-2025-000773,SES-2025-029386,Credit Card,55.62,Successful,,2025-12-20 15:49:00,20251220,1
814,ORD-2025-000774,SES-2025-029407,PayPal,42.63,Successful,,2025-12-17 13:34:35,20251217,3
815,ORD-2025-000775,SES-2025-029452,Credit Card,55.15,Successful,,2025-09-15 08:59:18,20250915,1
816,ORD-2025-000776,SES-2025-029465,Credit Card,42.63,Successful,,2025-02-11 11:40:13,20250211,1
817,,SES-2025-029498,Debit Card,44.0,Failed,DECLINED_BY_ISSUER,2025-11-03 03:40:05,20251103,2
818,ORD-2025-000777,SES-2025-029553,Debit Card,81.6,Successful,,2025-11-28 20:49:28,20251128,2
819,ORD-2025-000778,SES-2025-029594,Debit Card,81.6,Successful,,2025-09-29 09:44:01,20250929,2
820,ORD-2025-000779,SES-2025-029611,Credit Card,55.62,Successful,,2025-07-31 20:42:07,20250731,1
821,ORD-2025-000780,SES-2025-029774,Debit Card,194.83,Successful,,2025-08-10 08:28:20,20250810,2
822,ORD-2025-000781,SES-2025-029832,PayPal,35.05,Successful,,2025-08-05 13:28:51,20250805,3
823,ORD-2025-000782,SES-2025-029865,Credit Card,42.63,Successful,,2025-09-22 16:02:44,20250922,1
824,ORD-2025-000783,SES-2025-029880,Credit Card,95.26,Successful,,2025-09-12 03:43:06,20250912,1
825,ORD-2025-000784,SES-2025-029894,Apple Pay,31.81,Successful,,2025-04-28 13:49:29,20250428,4
826,ORD-2025-000785,SES-2025-029944,Debit Card,67.52,Successful,,2025-11-19 02:11:18,20251119,2
827,ORD-2025-000786,SES-2025-030023,Debit Card,67.52,Successful,,2025-06-04 03:17:25,20250604,2
828,ORD-2025-000787,SES-2025-030037,Credit Card,62.11,Successful,,2025-11-29 17:15:10,20251129,1
829,ORD-2025-000788,SES-2025-030054,Credit Card,102.84,Successful,,2025-12-22 19:36:05,20251222,1
830,ORD-2025-000789,SES-2025-030056,Apple Pay,377.79,Successful,,2025-09-22 15:52:46,20250922,4
831,ORD-2025-000790,SES-2025-030058,Debit Card,44.8,Successful,,2025-09-24 14:39:49,20250924,2
832,ORD-2025-000791,SES-2025-030111,Credit Card,42.63,Successful,,2025-12-25 23:23:09,20251225,1
833,ORD-2025-000792,SES-2025-030183,Apple Pay,36.14,Successful,,2025-12-03 22:01:02,20251203,4
834,ORD-2025-000793,SES-2025-030218,Credit Card,42.63,Successful,,2025-10-16 13:13:57,20251016,1
835,ORD-2025-000794,SES-2025-030220,PayPal,38.3,Successful,,2025-11-14 13:21:20,20251114,3
836,ORD-2025-000795,SES-2025-030265,Credit Card,51.22,Successful,,2025-08-20 04:55:27,20250820,1
837,ORD-2025-000796,SES-2025-030289,Credit Card,108.08,Successful,,2025-11-08 19:25:04,20251108,1
838,ORD-2025-000797,SES-2025-030316,Apple Pay,33.54,Successful,,2025-10-29 11:20:38,20251029,4
839,ORD-2025-000798,SES-2025-030317,Apple Pay,313.93,Successful,,2025-08-24 01:49:22,20250824,4
840,ORD-2025-000799,SES-2025-030346,PayPal,256.55,Successful,,2025-12-12 07:46:54,20251212,3
841,ORD-2025-000800,SES-2025-030380,Credit Card,44.8,Successful,,2025-01-29 08:53:25,20250129,1
842,ORD-2025-000801,SES-2025-030402,Debit Card,81.6,Successful,,2025-11-07 10:50:19,20251107,2
843,ORD-2025-000802,SES-2025-030430,Debit Card,87.44,Successful,,2025-12-28 12:03:16,20251228,2
844,ORD-2025-000803,SES-2025-030473,Credit Card,31.81,Successful,,2025-10-01 15:41:57,20251001,1
845,ORD-2025-000804,SES-2025-030475,Buy Now Pay Later,81.6,Successful,,2025-10-01 13:27:54,20251001,5
846,ORD-2025-000805,SES-2025-030481,Credit Card,95.26,Successful,,2025-12-04 03:56:46,20251204,1
847,ORD-2025-000806,SES-2025-030502,PayPal,755.59,Successful,,2025-04-24 14:52:09,20250424,3
848,ORD-2025-000807,SES-2025-030517,Debit Card,59.95,Successful,,2025-08-22 18:15:42,20250822,2
849,ORD-2025-000808,SES-2025-030556,Credit Card,82.27,Successful,,2025-10-09 22:00:32,20251009,1
850,ORD-2025-000809,SES-2025-030559,Buy Now Pay Later,186.68,Successful,,2025-01-04 19:26:32,20250104,5
851,ORD-2025-000810,SES-2025-030563,Credit Card,86.58,Successful,,2025-08-27 00:02:21,20250827,1
852,ORD-2025-000811,SES-2025-030600,Credit Card,77.62,Successful,,2025-12-21 13:22:56,20251221,1
853,ORD-2025-000812,SES-2025-030620,Credit Card,55.62,Successful,,2025-11-14 03:23:23,20251114,1
854,ORD-2025-000813,SES-2025-030632,Debit Card,36.48,Successful,,2025-08-01 13:34:19,20250801,2
855,ORD-2025-000814,SES-2025-030637,PayPal,81.6,Successful,,2025-03-27 23:23:36,20250327,3
856,ORD-2025-000815,SES-2025-030652,Debit Card,62.1,Successful,,2025-01-03 07:54:04,20250103,2
857,ORD-2025-000816,SES-2025-030653,Credit Card,377.79,Successful,,2025-11-25 05:01:00,20251125,1
858,ORD-2025-000817,SES-2025-030682,Credit Card,103.92,Successful,,2025-10-22 13:50:36,20251022,1
859,ORD-2025-000818,SES-2025-030749,Apple Pay,38.3,Successful,,2025-12-18 03:05:08,20251218,4
860,ORD-2025-000819,SES-2025-030820,Credit Card,31.81,Successful,,2025-08-12 05:39:15,20250812,1
861,ORD-2025-000820,SES-2025-030890,Debit Card,55.62,Successful,,2025-04-24 18:48:26,20250424,2
862,ORD-2025-000821,SES-2025-030894,Debit Card,35.05,Successful,,2025-11-17 01:39:19,20251117,2
863,ORD-2025-000822,SES-2025-030933,Debit Card,85.52,Successful,,2025-10-31 04:48:17,20251031,2
864,ORD-2025-000823,SES-2025-030956,Credit Card,129.87,Successful,,2025-05-10 06:44:19,20250510,1
865,ORD-2025-000824,SES-2025-030965,Apple Pay,324.74,Successful,,2025-11-29 17:27:00,20251129,4
866,ORD-2025-000825,SES-2025-030988,PayPal,47.28,Successful,,2025-12-28 15:49:39,20251228,3
867,ORD-2025-000826,SES-2025-030999,PayPal,64.28,Successful,,2025-11-20 17:36:08,20251120,3
868,ORD-2025-000827,SES-2025-031005,Debit Card,42.63,Successful,,2025-05-21 02:54:00,20250521,2
869,ORD-2025-000828,SES-2025-031054,Debit Card,39.38,Successful,,2025-11-24 23:19:46,20251124,2
870,ORD-2025-000829,SES-2025-031061,Credit Card,81.6,Successful,,2025-05-12 06:22:46,20250512,1
871,ORD-2025-000830,SES-2025-031091,Credit Card,57.1,Successful,,2025-12-20 11:09:39,20251220,1
872,ORD-2025-000831,SES-2025-031172,Credit Card,324.73,Successful,,2025-07-28 03:07:57,20250728,1
873,ORD-2025-000832,SES-2025-031181,PayPal,162.36,Successful,,2025-12-04 09:14:15,20251204,3
874,ORD-2025-000833,SES-2025-031200,Credit Card,186.68,Successful,,2025-11-14 06:05:28,20251114,1
875,ORD-2025-000834,SES-2025-031233,Credit Card,192.69,Successful,,2025-01-23 19:43:26,20250123,1
876,ORD-2025-000835,SES-2025-031246,Credit Card,83.51,Successful,,2025-09-24 23:07:35,20250924,1
877,ORD-2025-000836,SES-2025-031260,Credit Card,59.95,Successful,,2025-10-27 11:22:11,20251027,1
878,ORD-2025-000837,SES-2025-031276,Credit Card,92.01,Successful,,2025-03-11 10:33:44,20250311,1
879,ORD-2025-000838,SES-2025-031277,Credit Card,42.63,Successful,,2025-10-06 17:08:34,20251006,1
880,ORD-2025-000839,SES-2025-031287,Credit Card,83.75,Successful,,2025-11-23 23:26:28,20251123,1
881,,SES-2025-031306,Debit Card,49.0,Failed,DECLINED_BY_ISSUER,2025-08-05 17:39:12,20250805,2
882,ORD-2025-000840,SES-2025-031312,Credit Card,96.34,Successful,,2025-03-12 07:27:58,20250312,1
883,ORD-2025-000841,SES-2025-031370,Credit Card,90.93,Successful,,2025-11-01 07:11:09,20251101,1
884,ORD-2025-000842,SES-2025-031404,Credit Card,31.81,Successful,,2025-07-16 00:53:15,20250716,1
885,ORD-2025-000843,SES-2025-031436,Credit Card,36.14,Successful,,2025-03-15 04:57:09,20250315,1
886,ORD-2025-000844,SES-2025-031451,Credit Card,35.05,Successful,,2025-07-17 00:52:21,20250717,1
887,ORD-2025-000845,SES-2025-031569,Credit Card,35.05,Successful,,2025-08-13 00:01:33,20250813,1
888,ORD-2025-000846,SES-2025-031590,PayPal,174.89,Successful,,2025-08-09 02:59:18,20250809,3
889,ORD-2025-000847,SES-2025-031646,Credit Card,119.05,Successful,,2025-08-10 18:14:11,20250810,1
890,ORD-2025-000848,SES-2025-031656,PayPal,33.97,Successful,,2025-12-02 13:13:05,20251202,3
891,,SES-2025-031730,Buy Now Pay Later,39.99,Failed,CREDIT_THRESHOLD_EXCEEDED,2025-12-17 04:11:33,20251217,5
892,ORD-2025-000849,SES-2025-031741,Credit Card,82.53,Successful,,2025-12-10 01:57:56,20251210,1
893,ORD-2025-000850,SES-2025-031779,Credit Card,51.28,Successful,,2025-09-21 23:27:18,20250921,1
894,ORD-2025-000851,SES-2025-031801,PayPal,106.09,Successful,,2025-11-26 23:32:54,20251126,3
895,ORD-2025-000852,SES-2025-031837,Apple Pay,62.1,Successful,,2025-12-26 10:43:25,20251226,4
896,ORD-2025-000853,SES-2025-031868,Debit Card,49.13,Successful,,2025-07-31 12:16:25,20250731,2
897,ORD-2025-000854,SES-2025-031893,Debit Card,53.46,Successful,,2025-12-19 02:29:53,20251219,2
898,ORD-2025-000855,SES-2025-031894,Debit Card,55.62,Successful,,2025-08-04 19:48:55,20250804,2
899,ORD-2025-000856,SES-2025-031938,Credit Card,67.52,Successful,,2025-09-07 19:56:23,20250907,1
900,ORD-2025-000857,SES-2025-031968,Credit Card,81.6,Successful,,2025-08-12 11:11:52,20250812,1
